customer_id,customer_name,email,gender,age,city,state
393,Customer_0393,customer0393@example.com,Male,25,Delhi,Delhi
394,Customer_0394,customer0394@example.com,Male,60,Coimbatore,Tamil Nadu
395,Customer_0395,customer0395@example.com,Male,21,Mumbai,Maharashtra
396,Customer_0396,customer0396@example.com,Male,26,Pune,Maharashtra
397,Customer_0397,customer0397@example.com,Male,22,Ahmedabad,Gujarat
398,Customer_0398,customer0398@example.com,Male,55,Kochi,Kerala
399,Customer_0399,customer0399@example.com,Male,39,Mumbai,Maharashtra
400,Customer_0400,customer0400@example.com,Male,35,Hyderabad,Telangana
401,Customer_0401,customer0401@example.com,Male,52,Hyderabad,Telangana
402,Customer_0402,customer0402@example.com,Male,25,Delhi,Delhi
403,Customer_0403,customer0403@example.com,Male,18,Chennai,Tamil Nadu
404,Customer_0404,customer0404@example.com,Male,55,Pune,Maharashtra
405,Customer_0405,customer0405@example.com,Male,29,Pune,Maharashtra
406,Customer_0406,customer0406@example.com,Male,26,Delhi,Delhi
407,Customer_0407,customer0407@example.com,Male,22,Kolkata,West Bengal
408,Customer_0408,customer0408@example.com,Female,41,Coimbatore,Tamil Nadu
409,Customer_0409,customer0409@example.com,Male,46,Kochi,Kerala
410,Customer_0410,customer0410@example.com,Male,57,Kochi,Kerala
411,Customer_0411,customer0411@example.com,Female,47,Chennai,Tamil Nadu
412,Customer_0412,customer0412@example.com,Male,48,Chennai,Tamil Nadu
413,Customer_0413,customer0413@example.com,Female,24,Kolkata,West Bengal
414,Customer_0414,customer0414@example.com,Female,22,Coimbatore,Tamil Nadu
415,Customer_0415,customer0415@example.com,Female,56,Bengaluru,Karnataka
416,Customer_0416,customer0416@example.com,Male,26,Hyderabad,Telangana
417,Customer_0417,customer0417@example.com,Female,42,Delhi,Delhi
418,Customer_0418,customer0418@example.com,Female,47,Ahmedabad,Gujarat
419,Customer_0419,customer0419@example.com,Female,24,Kochi,Kerala
420,Customer_0420,customer0420@example.com,Male,45,Bengaluru,Karnataka
421,Customer_0421,customer0421@example.com,Male,44,Coimbatore,Tamil Nadu
422,Customer_0422,customer0422@example.com,Female,43,Pune,Maharashtra
423,Customer_0423,customer0423@example.com,Male,38,Kolkata,West Bengal
424,Customer_0424,customer0424@example.com,Female,60,Kolkata,West Bengal
425,Customer_0425,customer0425@example.com,Female,27,Delhi,Delhi
426,Customer_0426,customer0426@example.com,Male,23,Coimbatore,Tamil Nadu
427,Customer_0427,customer0427@example.com,Male,45,Bengaluru,Karnataka
428,Customer_0428,customer0428@example.com,Female,26,Bengaluru,Karnataka
429,Customer_0429,customer0429@example.com,Male,55,Kochi,Kerala
430,Customer_0430,customer0430@example.com,Female,60,Kochi,Kerala
431,Customer_0431,customer0431@example.com,Female,40,Bengaluru,Karnataka
432,Customer_0432,customer0432@example.com,Male,36,Kolkata,West Bengal
433,Customer_0433,customer0433@example.com,Female,40,Ahmedabad,Gujarat
434,Customer_0434,customer0434@example.com,Male,27,Bengaluru,Karnataka
435,Customer_0435,customer0435@example.com,Male,24,Coimbatore,Tamil Nadu
436,Customer_0436,customer0436@example.com,Female,25,Pune,Maharashtra
437,Customer_0437,customer0437@example.com,Male,45,Delhi,Delhi
438,Customer_0438,customer0438@example.com,Male,56,Kochi,Kerala
439,Customer_0439,customer0439@example.com,Male,29,Delhi,Delhi
440,Customer_0440,customer0440@example.com,Female,39,Delhi,Delhi
441,Customer_0441,customer0441@example.com,Male,29,Pune,Maharashtra
442,Customer_0442,customer0442@example.com,Female,22,Hyderabad,Telangana
443,Customer_0443,customer0443@example.com,Male,23,Hyderabad,Telangana
444,Customer_0444,customer0444@example.com,Male,42,Kochi,Kerala
445,Customer_0445,customer0445@example.com,Female,39,Kolkata,West Bengal
446,Customer_0446,customer0446@example.com,Female,37,Hyderabad,Telangana
447,Customer_0447,customer0447@example.com,Male,21,Pune,Maharashtra
448,Customer_0448,customer0448@example.com,Male,57,Hyderabad,Telangana
449,Customer_0449,customer0449@example.com,Male,35,Chennai,Tamil Nadu
450,Customer_0450,customer0450@example.com,Female,49,Coimbatore,Tamil Nadu
451,Customer_0451,customer0451@example.com,Female,44,Ahmedabad,Gujarat
452,Customer_0452,customer0452@example.com,Male,50,Delhi,Delhi
453,Customer_0453,customer0453@example.com,Female,45,Bengaluru,Karnataka
454,Customer_0454,customer0454@example.com,Female,55,Bengaluru,Karnataka
455,Customer_0455,customer0455@example.com,Female,20,Coimbatore,Tamil Nadu
456,Customer_0456,customer0456@example.com,Female,56,Mumbai,Maharashtra
457,Customer_0457,customer0457@example.com,Male,31,Chennai,Tamil Nadu
458,Customer_0458,customer0458@example.com,Male,26,Delhi,Delhi
459,Customer_0459,customer0459@example.com,Female,38,Delhi,Delhi
460,Customer_0460,customer0460@example.com,Male,49,Bengaluru,Karnataka
461,Customer_0461,customer0461@example.com,Male,26,Kolkata,West Bengal
462,Customer_0462,customer0462@example.com,Male,50,Kolkata,West Bengal
463,Customer_0463,customer0463@example.com,Female,22,Kochi,Kerala
464,Customer_0464,customer0464@example.com,Male,45,Kolkata,West Bengal
465,Customer_0465,customer0465@example.com,Female,22,Chennai,Tamil Nadu
466,Customer_0466,customer0466@example.com,Female,54,Pune,Maharashtra
467,Customer_0467,customer0467@example.com,Female,36,Kolkata,West Bengal
468,Customer_0468,customer0468@example.com,Female,19,Bengaluru,Karnataka
469,Customer_0469,customer0469@example.com,Male,57,Pune,Maharashtra
470,Customer_0470,customer0470@example.com,Female,23,Coimbatore,Tamil Nadu
471,Customer_0471,customer0471@example.com,Male,33,Kolkata,West Bengal
472,Customer_0472,customer0472@example.com,Female,51,Kolkata,West Bengal
473,Customer_0473,customer0473@example.com,Female,37,Bengaluru,Karnataka
474,Customer_0474,customer0474@example.com,Male,39,Pune,Maharashtra
475,Customer_0475,customer0475@example.com,Male,50,Hyderabad,Telangana
476,Customer_0476,customer0476@example.com,Male,40,Bengaluru,Karnataka
477,Customer_0477,customer0477@example.com,Male,33,Pune,Maharashtra
478,Customer_0478,customer0478@example.com,Male,34,Bengaluru,Karnataka
479,Customer_0479,customer0479@example.com,Male,56,Mumbai,Maharashtra
480,Customer_0480,customer0480@example.com,Male,29,Hyderabad,Telangana
481,Customer_0481,customer0481@example.com,Female,54,Coimbatore,Tamil Nadu
482,Customer_0482,customer0482@example.com,Female,54,Ahmedabad,Gujarat
483,Customer_0483,customer0483@example.com,Female,58,Ahmedabad,Gujarat
484,Customer_0484,customer0484@example.com,Male,46,Pune,Maharashtra
485,Customer_0485,customer0485@example.com,Female,46,Bengaluru,Karnataka
486,Customer_0486,customer0486@example.com,Female,55,Delhi,Delhi
487,Customer_0487,customer0487@example.com,Female,50,Chennai,Tamil Nadu
488,Customer_0488,customer0488@example.com,Female,47,Bengaluru,Karnataka
489,Customer_0489,customer0489@example.com,Male,21,Coimbatore,Tamil Nadu
490,Customer_0490,customer0490@example.com,Female,22,Pune,Maharashtra
491,Customer_0491,customer0491@example.com,Female,47,Bengaluru,Karnataka
492,Customer_0492,customer0492@example.com,Male,46,Ahmedabad,Gujarat
493,Customer_0493,customer0493@example.com,Male,38,Ahmedabad,Gujarat
494,Customer_0494,customer0494@example.com,Female,50,Ahmedabad,Gujarat
495,Customer_0495,customer0495@example.com,Male,46,Hyderabad,Telangana
496,Customer_0496,customer0496@example.com,Female,23,Bengaluru,Karnataka
497,Customer_0497,customer0497@example.com,Male,20,Kochi,Kerala
498,Customer_0498,customer0498@example.com,Female,46,Mumbai,Maharashtra
499,Customer_0499,customer0499@example.com,Male,41,Kochi,Kerala
500,Customer_0500,customer0500@example.com,Female,42,Pune,Maharashtra
